ProductKey,OrderDate,OrderNumber,CustomerKey,OrderQuantity
214,2022-02-13,SO64062,15142,1
541,2022-02-13,SO64063,19585,2
223,2022-02-13,SO64064,17317,3
592,2022-02-13,SO64065,15002,1
214,2022-02-13,SO64065,15002,1
581,2022-02-13,SO64066,11428,1
488,2022-02-13,SO64066,11428,1
580,2022-02-13,SO64067,17900,1
232,2022-02-13,SO64067,17900,1
540,2022-02-13,SO64068,14186,1
529,2022-02-13,SO64068,14186,2
377,2022-02-13,SO64068,14186,1
588,2022-02-13,SO64069,17792,1
478,2022-02-13,SO64069,17792,2
223,2022-02-13,SO64069,17792,2
220,2022-02-13,SO64069,17792,1
478,2022-02-13,SO64070,16829,2
360,2022-02-13,SO64070,16829,1
223,2022-02-13,SO64070,16829,1
220,2022-02-13,SO64070,16829,1
478,2022-02-13,SO64071,16822,2
358,2022-02-13,SO64071,16822,1
485,2022-02-13,SO64072,16603,2
352,2022-02-13,SO64072,16603,1
223,2022-02-13,SO64072,16603,3
215,2022-02-13,SO64072,16603,1
535,2022-02-13,SO64073,12012,1
480,2022-02-13,SO64074,11310,2
530,2022-02-13,SO64075,11631,2
538,2022-02-13,SO64076,28100,2
529,2022-02-13,SO64076,28100,2
464,2022-02-13,SO64076,28100,1
540,2022-02-13,SO64077,25195,1
529,2022-02-13,SO64077,25195,2
540,2022-02-13,SO64078,24678,1
529,2022-02-13,SO64078,24678,2
473,2022-02-13,SO64078,24678,1
540,2022-02-13,SO64079,11185,1
529,2022-02-13,SO64079,11185,3
215,2022-02-13,SO64079,11185,1
536,2022-02-13,SO64080,23737,2
528,2022-02-13,SO64080,23737,1
536,2022-02-13,SO64081,24226,2
528,2022-02-13,SO64081,24226,2
214,2022-02-13,SO64081,24226,1
478,2022-02-13,SO64082,21908,2
477,2022-02-13,SO64082,21908,2
226,2022-02-13,SO64082,21908,1
478,2022-02-13,SO64083,14480,2
477,2022-02-13,SO64083,14480,2
215,2022-02-13,SO64083,14480,1
474,2022-02-13,SO64084,21237,1
478,2022-02-13,SO64085,13231,3
477,2022-02-13,SO64085,13231,3
474,2022-02-13,SO64086,18946,1
477,2022-02-13,SO64087,12140,3
223,2022-02-13,SO64087,12140,1
477,2022-02-13,SO64088,16153,2
214,2022-02-13,SO64088,16153,1
528,2022-02-13,SO64089,26095,2
484,2022-02-13,SO64089,26095,2
480,2022-02-13,SO64089,26095,2
485,2022-02-13,SO64090,14435,2
232,2022-02-13,SO64090,14435,1
223,2022-02-13,SO64090,14435,2
535,2022-02-13,SO64091,13803,3
486,2022-02-13,SO64091,13803,1
480,2022-02-13,SO64091,13803,2
528,2022-02-13,SO64092,14932,3
482,2022-02-13,SO64092,14932,2
235,2022-02-13,SO64092,14932,1
214,2022-02-13,SO64092,14932,1
477,2022-02-13,SO64093,21852,2
536,2022-02-13,SO64094,24554,2
528,2022-02-13,SO64094,24554,3
220,2022-02-13,SO64094,24554,1
538,2022-02-13,SO64095,22512,2
223,2022-02-13,SO64095,22512,2
529,2022-02-13,SO64096,27165,2
537,2022-02-13,SO64097,11128,1
528,2022-02-13,SO64097,11128,1
478,2022-02-13,SO64097,11128,2
477,2022-02-13,SO64097,11128,3
220,2022-02-13,SO64097,11128,1
537,2022-02-13,SO64098,11804,1
528,2022-02-13,SO64098,11804,1
220,2022-02-13,SO64098,11804,1
485,2022-02-13,SO64099,13215,2
478,2022-02-13,SO64099,13215,2
477,2022-02-13,SO64099,13215,2
215,2022-02-13,SO64099,13215,1
540,2022-02-13,SO64100,20638,1
480,2022-02-13,SO64100,20638,2
379,2022-02-13,SO64100,20638,1
595,2022-02-13,SO64101,16061,1
535,2022-02-13,SO64101,16061,2
480,2022-02-13,SO64101,16061,2
485,2022-02-13,SO64102,15348,2
472,2022-02-13,SO64102,15348,1
358,2022-02-13,SO64102,15348,1
220,2022-02-13,SO64102,15348,1
565,2022-02-13,SO64103,27122,1
223,2022-02-13,SO64103,27122,2
220,2022-02-13,SO64103,27122,1
491,2022-02-13,SO64104,25823,1
479,2022-02-13,SO64104,25823,2
477,2022-02-13,SO64104,25823,2
381,2022-02-13,SO64104,25823,1
600,2022-02-13,SO64105,12570,1
535,2022-02-13,SO64105,12570,1
528,2022-02-13,SO64105,12570,1
220,2022-02-13,SO64105,12570,1
352,2022-02-13,SO64106,14070,1
354,2022-02-13,SO64107,14051,1
537,2022-02-13,SO64108,13965,1
528,2022-02-13,SO64108,13965,1
354,2022-02-13,SO64108,13965,1
215,2022-02-13,SO64108,13965,1
569,2022-02-13,SO64109,29237,1
214,2022-02-13,SO64109,29237,1
574,2022-02-13,SO64110,24760,1
214,2022-02-13,SO64110,24760,1
563,2022-02-13,SO64111,26112,1
215,2022-02-13,SO64111,26112,1
605,2022-02-13,SO64112,23042,1
538,2022-02-13,SO64112,23042,1
529,2022-02-13,SO64112,23042,2
464,2022-02-13,SO64112,23042,1
462,2022-02-13,SO64113,20765,2
383,2022-02-13,SO64113,20765,1
220,2022-02-13,SO64113,20765,1
584,2022-02-13,SO64114,27141,1
214,2022-02-13,SO64114,27141,1
580,2022-02-14,SO64115,25602,1
488,2022-02-14,SO64115,25602,1
223,2022-02-14,SO64115,25602,2
214,2022-02-14,SO64116,11800,1
477,2022-02-14,SO64117,20415,2
223,2022-02-14,SO64117,20415,2
528,2022-02-14,SO64118,24599,2
485,2022-02-14,SO64118,24599,2
477,2022-02-14,SO64119,23535,2
491,2022-02-14,SO64120,17290,1
223,2022-02-14,SO64120,17290,2
540,2022-02-14,SO64121,16622,1
529,2022-02-14,SO64121,16622,3
464,2022-02-14,SO64122,12344,2
580,2022-02-14,SO64123,17885,1
583,2022-02-14,SO64124,22309,1
235,2022-02-14,SO64124,22309,1
220,2022-02-14,SO64124,22309,1
587,2022-02-14,SO64125,21055,1
485,2022-02-14,SO64125,21055,2
481,2022-02-14,SO64125,21055,2
478,2022-02-14,SO64125,21055,3
477,2022-02-14,SO64125,21055,2
360,2022-02-14,SO64126,17191,1
214,2022-02-14,SO64126,17191,1
491,2022-02-14,SO64127,12279,1
485,2022-02-14,SO64127,12279,2
356,2022-02-14,SO64127,12279,1
487,2022-02-14,SO64128,12874,1
480,2022-02-14,SO64128,12874,2
362,2022-02-14,SO64128,12874,1
478,2022-02-14,SO64129,12280,2
477,2022-02-14,SO64129,12280,2
362,2022-02-14,SO64129,12280,1
220,2022-02-14,SO64129,12280,1
229,2022-02-14,SO64130,28594,1
226,2022-02-14,SO64131,11619,1
530,2022-02-14,SO64132,28242,3
480,2022-02-14,SO64132,28242,3
541,2022-02-14,SO64133,27018,2
530,2022-02-14,SO64133,27018,2
535,2022-02-14,SO64134,11711,2
528,2022-02-14,SO64134,11711,2
480,2022-02-14,SO64134,11711,2
536,2022-02-14,SO64135,23201,1
478,2022-02-14,SO64136,21938,2
477,2022-02-14,SO64136,21938,1
481,2022-02-14,SO64137,21338,2
478,2022-02-14,SO64137,21338,3
477,2022-02-14,SO64137,21338,2
476,2022-02-14,SO64138,29323,1
223,2022-02-14,SO64138,29323,1
475,2022-02-14,SO64139,19686,1
528,2022-02-14,SO64141,16359,2
480,2022-02-14,SO64141,16359,2
535,2022-02-14,SO64142,16457,2
528,2022-02-14,SO64142,16457,2
483,2022-02-14,SO64142,16457,1
535,2022-02-14,SO64143,17832,2
535,2022-02-14,SO64144,20599,2
528,2022-02-14,SO64144,20599,2
480,2022-02-14,SO64144,20599,2
491,2022-02-14,SO64145,29405,1
536,2022-02-14,SO64146,20907,2
480,2022-02-14,SO64146,20907,1
538,2022-02-14,SO64147,21005,2
529,2022-02-14,SO64147,21005,2
529,2022-02-14,SO64148,23634,2
530,2022-02-14,SO64149,16386,2
215,2022-02-14,SO64149,16386,1
530,2022-02-14,SO64150,25663,2
487,2022-02-14,SO64150,25663,1
214,2022-02-14,SO64150,25663,1
537,2022-02-14,SO64151,12100,1
485,2022-02-14,SO64151,12100,1
473,2022-02-14,SO64151,12100,1
537,2022-02-14,SO64152,12413,1
528,2022-02-14,SO64152,12413,2
480,2022-02-14,SO64152,12413,2
485,2022-02-14,SO64153,12952,1
478,2022-02-14,SO64153,12952,2
477,2022-02-14,SO64153,12952,3
587,2022-02-14,SO64154,14727,1
476,2022-02-14,SO64154,14727,1
466,2022-02-14,SO64154,14727,2
485,2022-02-14,SO64155,15493,2
358,2022-02-14,SO64155,15493,1
483,2022-02-14,SO64156,16987,1
362,2022-02-14,SO64156,16987,1
485,2022-02-14,SO64157,15379,2
466,2022-02-14,SO64157,15379,3
356,2022-02-14,SO64157,15379,1
215,2022-02-14,SO64157,15379,1
487,2022-02-14,SO64158,15398,1
362,2022-02-14,SO64158,15398,1
569,2022-02-14,SO64159,15051,1
214,2022-02-14,SO64159,15051,1
579,2022-02-14,SO64160,19339,1
235,2022-02-14,SO64160,19339,1
575,2022-02-14,SO64161,17220,1
479,2022-02-14,SO64161,17220,2
584,2022-02-14,SO64162,24159,1
215,2022-02-14,SO64162,24159,1
489,2022-02-14,SO64164,25819,1
385,2022-02-14,SO64164,25819,1
537,2022-02-14,SO64165,11993,1
528,2022-02-14,SO64165,11993,2
480,2022-02-14,SO64165,11993,2
360,2022-02-14,SO64165,11993,1
480,2022-02-14,SO64166,14047,3
352,2022-02-14,SO64166,14047,1
604,2022-02-14,SO64167,23015,1
538,2022-02-14,SO64167,23015,2
480,2022-02-14,SO64167,23015,2
604,2022-02-14,SO64168,23017,1
538,2022-02-14,SO64168,23017,1
480,2022-02-14,SO64168,23017,2
387,2022-02-14,SO64169,20678,1
214,2022-02-14,SO64169,20678,1
389,2022-02-14,SO64170,20647,1
214,2022-02-14,SO64170,20647,1
581,2022-02-14,SO64171,17596,1
235,2022-02-14,SO64171,17596,1
582,2022-02-14,SO64172,17572,1
220,2022-02-14,SO64172,17572,1
582,2022-02-14,SO64173,17573,1
214,2022-02-14,SO64173,17573,1
385,2022-02-14,SO64174,24187,1
214,2022-02-14,SO64174,24187,1
565,2022-02-14,SO64176,14101,1
479,2022-02-14,SO64176,14101,2
477,2022-02-14,SO64176,14101,3
215,2022-02-14,SO64176,14101,1
564,2022-02-14,SO64177,12009,1
220,2022-02-14,SO64177,12009,1
479,2022-02-15,SO64178,11501,3
477,2022-02-15,SO64178,11501,1
220,2022-02-15,SO64178,11501,1
536,2022-02-15,SO64179,18300,2
477,2022-02-15,SO64181,20407,2
223,2022-02-15,SO64182,18253,1
486,2022-02-15,SO64183,16589,1
480,2022-02-15,SO64183,16589,2
356,2022-02-15,SO64183,16589,1
591,2022-02-15,SO64184,17948,1
485,2022-02-15,SO64184,17948,2
478,2022-02-15,SO64184,17948,2
477,2022-02-15,SO64184,17948,2
587,2022-02-15,SO64185,16272,1
476,2022-02-15,SO64185,16272,1
537,2022-02-15,SO64186,12285,1
356,2022-02-15,SO64186,12285,1
214,2022-02-15,SO64186,12285,1
537,2022-02-15,SO64187,15675,1
528,2022-02-15,SO64187,15675,2
360,2022-02-15,SO64187,15675,1
529,2022-02-15,SO64189,27990,2
220,2022-02-15,SO64189,27990,1
539,2022-02-15,SO64190,28812,2
539,2022-02-15,SO64191,14084,3
529,2022-02-15,SO64191,14084,2
462,2022-02-15,SO64191,14084,2
480,2022-02-15,SO64192,11214,3
538,2022-02-15,SO64193,27749,2
541,2022-02-15,SO64194,26721,2
530,2022-02-15,SO64194,26721,3
466,2022-02-15,SO64194,26721,2
538,2022-02-15,SO64195,11300,2
541,2022-02-15,SO64196,13701,2
530,2022-02-15,SO64196,13701,2
479,2022-02-15,SO64196,13701,2
536,2022-02-15,SO64197,23108,2
480,2022-02-15,SO64197,23108,2
536,2022-02-15,SO64198,23712,2
481,2022-02-15,SO64198,23712,2
478,2022-02-15,SO64199,20518,2
477,2022-02-15,SO64199,20518,2
214,2022-02-15,SO64199,20518,1
476,2022-02-15,SO64200,19756,1
223,2022-02-15,SO64200,19756,2
480,2022-02-15,SO64201,13758,2
478,2022-02-15,SO64201,13758,2
477,2022-02-15,SO64201,13758,2
474,2022-02-15,SO64202,17126,1
528,2022-02-15,SO64203,21916,2
215,2022-02-15,SO64203,21916,1
485,2022-02-15,SO64204,13752,2
480,2022-02-15,SO64204,13752,1
536,2022-02-15,SO64205,22812,1
480,2022-02-15,SO64205,22812,2
538,2022-02-15,SO64206,28892,2
477,2022-02-15,SO64207,21086,2
223,2022-02-15,SO64207,21086,1
214,2022-02-15,SO64207,21086,1
538,2022-02-15,SO64208,21127,2
529,2022-02-15,SO64208,21127,2
214,2022-02-15,SO64208,21127,1
530,2022-02-15,SO64209,25534,2
537,2022-02-15,SO64210,12150,1
485,2022-02-15,SO64211,12905,2
226,2022-02-15,SO64211,12905,1
479,2022-02-15,SO64212,20545,2
477,2022-02-15,SO64212,20545,2
373,2022-02-15,SO64212,20545,1
226,2022-02-15,SO64212,20545,1
214,2022-02-15,SO64212,20545,1
590,2022-02-15,SO64213,14651,1
475,2022-02-15,SO64213,14651,1
229,2022-02-15,SO64213,14651,1
599,2022-02-15,SO64214,15995,1
488,2022-02-15,SO64214,15995,1
478,2022-02-15,SO64214,15995,3
477,2022-02-15,SO64214,15995,2
489,2022-02-15,SO64215,15167,1
478,2022-02-15,SO64215,15167,2
477,2022-02-15,SO64215,15167,2
356,2022-02-15,SO64215,15167,1
223,2022-02-15,SO64215,15167,2
485,2022-02-15,SO64217,15329,3
362,2022-02-15,SO64217,15329,1
214,2022-02-15,SO64217,15329,1
571,2022-02-15,SO64218,28509,1
214,2022-02-15,SO64218,28509,1
563,2022-02-15,SO64219,15106,1
489,2022-02-15,SO64219,15106,1
214,2022-02-15,SO64219,15106,1
582,2022-02-15,SO64220,15036,1
215,2022-02-15,SO64220,15036,1
385,2022-02-15,SO64221,25948,1
606,2022-02-15,SO64222,24002,1
481,2022-02-15,SO64222,24002,2
479,2022-02-15,SO64222,24002,1
477,2022-02-15,SO64222,24002,2
606,2022-02-15,SO64223,24160,1
472,2022-02-15,SO64223,24160,1
606,2022-02-15,SO64224,27585,1
479,2022-02-15,SO64224,27585,2
477,2022-02-15,SO64224,27585,2
223,2022-02-15,SO64224,27585,1
605,2022-02-15,SO64225,24164,1
479,2022-02-15,SO64225,24164,2
477,2022-02-15,SO64225,24164,2
464,2022-02-15,SO64225,24164,2
389,2022-02-15,SO64226,25240,1
540,2022-02-15,SO64227,21183,1
371,2022-02-15,SO64227,21183,1
489,2022-02-15,SO64228,14045,1
485,2022-02-15,SO64228,14045,2
362,2022-02-15,SO64228,14045,1
491,2022-02-15,SO64229,11997,1
485,2022-02-15,SO64229,11997,2
358,2022-02-15,SO64229,11997,1
223,2022-02-15,SO64229,11997,2
565,2022-02-15,SO64230,26625,1
479,2022-02-15,SO64230,26625,1
477,2022-02-15,SO64230,26625,2
573,2022-02-15,SO64231,13418,1
491,2022-02-15,SO64231,13418,1
563,2022-02-15,SO64232,26084,1
223,2022-02-15,SO64232,26084,2
573,2022-02-15,SO64233,26096,1
466,2022-02-15,SO64233,26096,1
215,2022-02-15,SO64233,26096,1
576,2022-02-15,SO64234,24764,1
479,2022-02-15,SO64234,24764,2
477,2022-02-15,SO64234,24764,2
573,2022-02-15,SO64235,26301,1
541,2022-02-15,SO64235,26301,1
561,2022-02-15,SO64236,13660,1
479,2022-02-15,SO64236,13660,2
477,2022-02-15,SO64236,13660,1
561,2022-02-15,SO64237,26327,1
584,2022-02-15,SO64238,23035,1
484,2022-02-15,SO64238,23035,2
479,2022-02-15,SO64238,23035,3
477,2022-02-15,SO64238,23035,2
584,2022-02-15,SO64239,23021,1
462,2022-02-15,SO64239,23021,2
490,2022-02-15,SO64240,20661,1
381,2022-02-15,SO64240,20661,1
576,2022-02-15,SO64241,24203,1
226,2022-02-15,SO64241,24203,1
214,2022-02-15,SO64241,24203,1
561,2022-02-15,SO64242,24383,1
568,2022-02-15,SO64243,29087,1
489,2022-02-15,SO64243,29087,1
479,2022-02-15,SO64243,29087,1
477,2022-02-15,SO64243,29087,2
562,2022-02-15,SO64244,12001,1
215,2022-02-15,SO64244,12001,1
535,2022-02-16,SO64245,13005,2
528,2022-02-16,SO64245,13005,2
214,2022-02-16,SO64245,13005,1
535,2022-02-16,SO64246,11366,2
480,2022-02-16,SO64246,11366,2
529,2022-02-16,SO64247,25245,2
487,2022-02-16,SO64247,25245,1
580,2022-02-16,SO64248,25498,1
229,2022-02-16,SO64248,25498,1
214,2022-02-16,SO64248,25498,1
540,2022-02-16,SO64249,16476,1
529,2022-02-16,SO64249,16476,1
490,2022-02-16,SO64249,16476,1
375,2022-02-16,SO64249,16476,1
540,2022-02-16,SO64250,13595,1
529,2022-02-16,SO64250,13595,2
373,2022-02-16,SO64250,13595,1
358,2022-02-16,SO64251,12487,1
215,2022-02-16,SO64251,12487,1
478,2022-02-16,SO64252,15929,2
477,2022-02-16,SO64252,15929,2
354,2022-02-16,SO64252,15929,1
214,2022-02-16,SO64252,15929,1
473,2022-02-16,SO64253,11732,1
215,2022-02-16,SO64253,11732,1
489,2022-02-16,SO64254,11276,1
539,2022-02-16,SO64255,11200,2
480,2022-02-16,SO64255,11200,2
538,2022-02-16,SO64256,27396,1
529,2022-02-16,SO64256,27396,2
472,2022-02-16,SO64256,27396,1
530,2022-02-16,SO64257,28007,2
215,2022-02-16,SO64257,28007,1
538,2022-02-16,SO64258,11631,2
480,2022-02-16,SO64258,11631,2
539,2022-02-16,SO64259,28622,2
529,2022-02-16,SO64259,28622,1
462,2022-02-16,SO64259,28622,1
214,2022-02-16,SO64259,28622,1
535,2022-02-16,SO64260,26555,2
480,2022-02-16,SO64260,26555,1
540,2022-02-16,SO64261,25275,1
480,2022-02-16,SO64261,25275,2
535,2022-02-16,SO64262,24743,2
528,2022-02-16,SO64262,24743,2
484,2022-02-16,SO64262,24743,2
536,2022-02-16,SO64263,23157,2
528,2022-02-16,SO64263,23157,3
215,2022-02-16,SO64263,23157,1
478,2022-02-16,SO64264,23263,2
477,2022-02-16,SO64264,23263,2
223,2022-02-16,SO64264,23263,2
536,2022-02-16,SO64265,15879,3
528,2022-02-16,SO64265,15879,3
215,2022-02-16,SO64265,15879,1
489,2022-02-16,SO64266,20542,1
478,2022-02-16,SO64266,20542,2
477,2022-02-16,SO64266,20542,2
464,2022-02-16,SO64266,20542,2
478,2022-02-16,SO64267,20409,2
477,2022-02-16,SO64267,20409,3
478,2022-02-16,SO64268,21287,2
214,2022-02-16,SO64268,21287,1
477,2022-02-16,SO64269,26806,2
477,2022-02-16,SO64270,17560,2
214,2022-02-16,SO64270,17560,1
528,2022-02-16,SO64271,15470,2
485,2022-02-16,SO64271,15470,1
235,2022-02-16,SO64271,15470,1
528,2022-02-16,SO64272,14936,2
489,2022-02-16,SO64272,14936,1
485,2022-02-16,SO64272,14936,3
478,2022-02-16,SO64272,14936,2
477,2022-02-16,SO64272,14936,2
528,2022-02-16,SO64273,14826,2
220,2022-02-16,SO64273,14826,1
528,2022-02-16,SO64274,15458,3
535,2022-02-16,SO64275,15609,2
480,2022-02-16,SO64275,15609,3
538,2022-02-16,SO64276,12126,1
529,2022-02-16,SO64276,12126,2
480,2022-02-16,SO64276,12126,2
538,2022-02-16,SO64277,25530,2
480,2022-02-16,SO64277,25530,2
530,2022-02-16,SO64278,28889,3
484,2022-02-16,SO64278,28889,1
530,2022-02-16,SO64279,24111,2
485,2022-02-16,SO64280,15572,2
485,2022-02-16,SO64281,15365,2
480,2022-02-16,SO64281,15365,2
478,2022-02-16,SO64281,15365,2
477,2022-02-16,SO64281,15365,2
352,2022-02-16,SO64281,15365,1
379,2022-02-16,SO64283,21201,1
214,2022-02-16,SO64283,21201,1
484,2022-02-16,SO64284,20626,2
479,2022-02-16,SO64284,20626,1
373,2022-02-16,SO64284,20626,1
570,2022-02-16,SO64285,29225,1
561,2022-02-16,SO64286,24762,1
223,2022-02-16,SO64286,24762,2
385,2022-02-16,SO64288,19988,1
214,2022-02-16,SO64288,19988,1
381,2022-02-16,SO64289,20735,1
583,2022-02-16,SO64290,14109,1
581,2022-02-16,SO64291,17667,1
462,2022-02-16,SO64291,17667,2
220,2022-02-16,SO64291,17667,1
584,2022-02-16,SO64292,23902,1
466,2022-02-16,SO64292,23902,2
605,2022-02-16,SO64293,23960,1
538,2022-02-16,SO64293,23960,2
529,2022-02-16,SO64293,23960,3
214,2022-02-16,SO64293,23960,1
573,2022-02-16,SO64294,11977,1
479,2022-02-16,SO64294,11977,3
477,2022-02-16,SO64294,11977,2
471,2022-02-16,SO64294,11977,1
566,2022-02-16,SO64295,14055,1
223,2022-02-16,SO64295,14055,2
562,2022-02-16,SO64296,12000,1
541,2022-02-16,SO64296,12000,3
530,2022-02-16,SO64296,12000,1
487,2022-02-16,SO64296,12000,1
479,2022-02-17,SO64297,17502,3
477,2022-02-17,SO64297,17502,2
373,2022-02-17,SO64297,17502,1
215,2022-02-17,SO64297,17502,1
535,2022-02-17,SO64298,14067,3
528,2022-02-17,SO64298,14067,3
215,2022-02-17,SO64298,14067,1
538,2022-02-17,SO64299,19610,3
529,2022-02-17,SO64299,19610,2
462,2022-02-17,SO64299,19610,2
485,2022-02-17,SO64300,23521,2
485,2022-02-17,SO64301,16729,1
484,2022-02-17,SO64301,16729,2
478,2022-02-17,SO64302,15603,3
477,2022-02-17,SO64302,15603,2
540,2022-02-17,SO64303,16606,1
480,2022-02-17,SO64303,16606,2
540,2022-02-17,SO64304,16167,1
529,2022-02-17,SO64305,16692,2
480,2022-02-17,SO64305,16692,2
593,2022-02-17,SO64306,17943,1
214,2022-02-17,SO64306,17943,1
540,2022-02-17,SO64307,13577,1
529,2022-02-17,SO64307,13577,2
472,2022-02-17,SO64307,13577,1
375,2022-02-17,SO64307,13577,1
590,2022-02-17,SO64308,19338,1
485,2022-02-17,SO64308,19338,2
481,2022-02-17,SO64308,19338,2
478,2022-02-17,SO64309,17183,2
477,2022-02-17,SO64309,17183,2
360,2022-02-17,SO64309,17183,1
358,2022-02-17,SO64310,12267,1
487,2022-02-17,SO64311,12256,1
354,2022-02-17,SO64311,12256,1
358,2022-02-17,SO64312,15702,1
214,2022-02-17,SO64312,15702,1
490,2022-02-17,SO64313,11501,1
223,2022-02-17,SO64313,11501,2
229,2022-02-17,SO64314,29328,1
539,2022-02-17,SO64315,29235,2
480,2022-02-17,SO64315,29235,2
539,2022-02-17,SO64316,11176,2
529,2022-02-17,SO64316,11176,1
480,2022-02-17,SO64316,11176,2
535,2022-02-17,SO64317,11276,1
528,2022-02-17,SO64317,11276,2
490,2022-02-17,SO64317,11276,1
223,2022-02-17,SO64317,11276,2
215,2022-02-17,SO64317,11276,1
535,2022-02-17,SO64318,26332,2
466,2022-02-17,SO64318,26332,3
541,2022-02-17,SO64319,15826,2
530,2022-02-17,SO64319,15826,2
536,2022-02-17,SO64320,23710,1
540,2022-02-17,SO64321,24626,1
529,2022-02-17,SO64321,24626,2
480,2022-02-17,SO64321,24626,2
536,2022-02-17,SO64322,23246,2
480,2022-02-17,SO64322,23246,3
536,2022-02-17,SO64323,23031,2
528,2022-02-17,SO64323,23031,2
220,2022-02-17,SO64323,23031,1
478,2022-02-17,SO64324,20522,3
214,2022-02-17,SO64324,20522,1
489,2022-02-17,SO64325,11660,1
476,2022-02-17,SO64325,11660,1
476,2022-02-17,SO64326,28996,1
223,2022-02-17,SO64326,28996,2
474,2022-02-17,SO64327,18688,1
223,2022-02-17,SO64327,18688,2
477,2022-02-17,SO64328,18343,3
215,2022-02-17,SO64328,18343,1
477,2022-02-17,SO64329,26318,2
223,2022-02-17,SO64329,26318,2
528,2022-02-17,SO64330,15513,2
214,2022-02-17,SO64330,15513,1
528,2022-02-17,SO64331,26682,2
466,2022-02-17,SO64331,26682,1
220,2022-02-17,SO64331,26682,1
528,2022-02-17,SO64332,15744,2
484,2022-02-17,SO64332,15744,3
485,2022-02-17,SO64333,21656,2
215,2022-02-17,SO64333,21656,1
487,2022-02-17,SO64334,18884,1
485,2022-02-17,SO64334,18884,2
537,2022-02-17,SO64335,14549,1
528,2022-02-17,SO64335,14549,2
215,2022-02-17,SO64335,14549,1
536,2022-02-17,SO64336,21046,2
528,2022-02-17,SO64336,21046,2
529,2022-02-17,SO64337,23755,2
480,2022-02-17,SO64337,23755,2
536,2022-02-17,SO64338,22819,2
528,2022-02-17,SO64338,22819,2
220,2022-02-17,SO64338,22819,1
539,2022-02-17,SO64339,16322,2
529,2022-02-17,SO64339,16322,2
536,2022-02-17,SO64340,21521,2
528,2022-02-17,SO64340,21521,2
484,2022-02-17,SO64340,21521,1
536,2022-02-17,SO64341,17748,2
480,2022-02-17,SO64341,17748,2
538,2022-02-17,SO64342,12294,2
541,2022-02-17,SO64343,27306,2
541,2022-02-17,SO64344,13547,2
530,2022-02-17,SO64344,13547,1
541,2022-02-17,SO64345,13516,2
541,2022-02-17,SO64346,14955,2
530,2022-02-17,SO64346,14955,2
537,2022-02-17,SO64347,14291,1
528,2022-02-17,SO64347,14291,2
472,2022-02-17,SO64347,14291,1
214,2022-02-17,SO64347,14291,1
537,2022-02-17,SO64348,11962,1
537,2022-02-17,SO64349,12022,1
480,2022-02-17,SO64349,12022,2
479,2022-02-17,SO64350,11415,2
477,2022-02-17,SO64350,11415,2
485,2022-02-17,SO64351,16836,2
462,2022-02-17,SO64351,16836,3
354,2022-02-17,SO64351,16836,1
229,2022-02-17,SO64351,16836,1
537,2022-02-17,SO64353,15320,1
528,2022-02-17,SO64353,15320,2
360,2022-02-17,SO64353,15320,1
214,2022-02-17,SO64353,15320,1
537,2022-02-17,SO64354,15380,1
528,2022-02-17,SO64354,15380,2
480,2022-02-17,SO64354,15380,2
356,2022-02-17,SO64354,15380,1
478,2022-02-17,SO64355,16098,3
477,2022-02-17,SO64355,16098,2
358,2022-02-17,SO64355,16098,1
214,2022-02-17,SO64355,16098,1
562,2022-02-17,SO64356,14429,1
214,2022-02-17,SO64356,14429,1
577,2022-02-17,SO64357,25607,1
479,2022-02-17,SO64357,25607,2
477,2022-02-17,SO64357,25607,2
464,2022-02-17,SO64357,25607,3
582,2022-02-17,SO64358,23545,1
385,2022-02-17,SO64359,25947,1
220,2022-02-17,SO64359,25947,1
389,2022-02-17,SO64360,25114,1
215,2022-02-17,SO64360,25114,1
479,2022-02-17,SO64361,21211,2
477,2022-02-17,SO64361,21211,2
371,2022-02-17,SO64361,21211,1
478,2022-02-17,SO64362,14046,2
358,2022-02-17,SO64362,14046,1
487,2022-02-17,SO64363,14062,1
354,2022-02-17,SO64363,14062,1
537,2022-02-17,SO64364,13966,1
528,2022-02-17,SO64364,13966,2
356,2022-02-17,SO64364,13966,1
215,2022-02-17,SO64364,13966,1
577,2022-02-17,SO64365,25886,1
541,2022-02-17,SO64365,25886,2
530,2022-02-17,SO64365,25886,2
466,2022-02-17,SO64365,25886,2
574,2022-02-17,SO64366,26082,1
481,2022-02-17,SO64366,26082,2
605,2022-02-17,SO64367,26640,1
479,2022-02-17,SO64367,26640,2
477,2022-02-17,SO64367,26640,2
214,2022-02-17,SO64367,26640,1
605,2022-02-17,SO64368,23036,1
538,2022-02-17,SO64368,23036,2
529,2022-02-17,SO64368,23036,3
462,2022-02-17,SO64368,23036,2
215,2022-02-17,SO64368,23036,1
605,2022-02-17,SO64369,23056,1
464,2022-02-17,SO64369,23056,2
214,2022-02-17,SO64369,23056,1
606,2022-02-17,SO64370,23358,1
484,2022-02-17,SO64370,23358,2
479,2022-02-17,SO64370,23358,2
477,2022-02-17,SO64370,23358,3
604,2022-02-17,SO64371,23073,1
385,2022-02-17,SO64372,20654,1
229,2022-02-17,SO64372,20654,1
581,2022-02-17,SO64373,17576,1
232,2022-02-17,SO64373,17576,1
385,2022-02-17,SO64374,20844,1
215,2022-02-17,SO64374,20844,1
606,2022-02-17,SO64375,27137,1
479,2022-02-17,SO64375,27137,2
